vendorName,fileFormatVersion,input_file_name,elementType,beginTime,endTime,duration,userLabel,measInfoId,duration,endTime,measTypes,measResults_row_values
Huawei,32.435 V7.2,A20200314.1200+0200-1230+0200_MBTS_06330_VO_BBU0_IERAPETRA_NORTH.xml,BTS3900,2020-03-14T12:00:00+02:00,2020-03-14T12:30:00+02:00,PT1800S,MBTS_06330_VO_BBU0_IERAPETRA_NORTH,1526726786,PT1800S,2020-03-14T12:30:00+02:00,"1526732743,1526732744,1526732745,1526732746,1526732747,1526732748,1526732749,1526732750,1526732751,1526732752,1526732753,1526732754,","9961,214,409,172,34,16,10335,213,412,169,37,15,"
Huawei,32.435 V7.2,A20200314.1200+0200-1230+0200_MBTS_06330_VO_BBU0_IERAPETRA_NORTH.xml,BTS3900,2020-03-14T12:00:00+02:00,2020-03-14T12:30:00+02:00,PT1800S,MBTS_06330_VO_BBU0_IERAPETRA_NORTH,1526726786,PT1800S,2020-03-14T12:30:00+02:00,"1526732743,1526732744,1526732745,1526732746,1526732747,1526732748,1526732749,1526732750,1526732751,1526732752,1526732753,1526732754,","17789,552,673,630,303,114,18010,561,679,626,311,111,"
Huawei,32.435 V7.2,A20200314.1200+0200-1230+0200_MBTS_06330_VO_BBU0_IERAPETRA_NORTH.xml,BTS3900,2020-03-14T12:00:00+02:00,2020-03-14T12:30:00+02:00,PT1800S,MBTS_06330_VO_BBU0_IERAPETRA_NORTH,1526726786,PT1800S,2020-03-14T12:30:00+02:00,"1526732743,1526732744,1526732745,1526732746,1526732747,1526732748,1526732749,1526732750,1526732751,1526732752,1526732753,1526732754,","9436,215,388,224,154,46,9869,220,381,226,158,46,"
