vendorName,fileFormatVersion,input_file_name,elementType,beginTime,endTime,duration,userLabel,measInfoId,duration,endTime,measTypes,measResults_row_values
Huawei,32.435 V7.2,A20200314.1200+0200-1230+0200_MBTS_06330_VO_BBU0_IERAPETRA_NORTH.xml,BTS3900,2020-03-14T12:00:00+02:00,2020-03-14T12:30:00+02:00,PT1800S,MBTS_06330_VO_BBU0_IERAPETRA_NORTH,1526726709,PT1800S,2020-03-14T12:30:00+02:00,"1526727253,1526727254,1526727255,1526727256,1526727257,1526727258,1526728289,1526728290,1526728353,1526728354,1526728491,1526728492,1526728711,1526728865,1526728909,1526728910,1526729607,1526729608,1526729609,1526729610,1526729611,1526729634,1526729635,1526729636,1526729637,1526729638,1526729639,1526729640,1526729641,1526729642,1526729643,1526730060,1526730061,1526730062,1526730063,1526730064,1526730065,1526730066,1526730067,1526730068,1526730069,1526730070,1526730071,1526730072,1526730073,1526730074,1526730075,1526730548,1526730549,1526730550,1526730551,1526732715,1526732716,1526732717,1526732718,1526732725,1526737827,1526737828,1526739726,1526739727,1526746057,1526746058,1526746059,","91,91,91,506,506,504,0,0,503,503,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"
Huawei,32.435 V7.2,A20200314.1200+0200-1230+0200_MBTS_06330_VO_BBU0_IERAPETRA_NORTH.xml,BTS3900,2020-03-14T12:00:00+02:00,2020-03-14T12:30:00+02:00,PT1800S,MBTS_06330_VO_BBU0_IERAPETRA_NORTH,1526726709,PT1800S,2020-03-14T12:30:00+02:00,"1526727253,1526727254,1526727255,1526727256,1526727257,1526727258,1526728289,1526728290,1526728353,1526728354,1526728491,1526728492,1526728711,1526728865,1526728909,1526728910,1526729607,1526729608,1526729609,1526729610,1526729611,1526729634,1526729635,1526729636,1526729637,1526729638,1526729639,1526729640,1526729641,1526729642,1526729643,1526730060,1526730061,1526730062,1526730063,1526730064,1526730065,1526730066,1526730067,1526730068,1526730069,1526730070,1526730071,1526730072,1526730073,1526730074,1526730075,1526730548,1526730549,1526730550,1526730551,1526732715,1526732716,1526732717,1526732718,1526732725,1526737827,1526737828,1526739726,1526739727,1526746057,1526746058,1526746059,","112,112,112,394,394,394,0,0,393,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"
Huawei,32.435 V7.2,A20200314.1200+0200-1230+0200_MBTS_06330_VO_BBU0_IERAPETRA_NORTH.xml,BTS3900,2020-03-14T12:00:00+02:00,2020-03-14T12:30:00+02:00,PT1800S,MBTS_06330_VO_BBU0_IERAPETRA_NORTH,1526726709,PT1800S,2020-03-14T12:30:00+02:00,"1526727253,1526727254,1526727255,1526727256,1526727257,1526727258,1526728289,1526728290,1526728353,1526728354,1526728491,1526728492,1526728711,1526728865,1526728909,1526728910,1526729607,1526729608,1526729609,1526729610,1526729611,1526729634,1526729635,1526729636,1526729637,1526729638,1526729639,1526729640,1526729641,1526729642,1526729643,1526730060,1526730061,1526730062,1526730063,1526730064,1526730065,1526730066,1526730067,1526730068,1526730069,1526730070,1526730071,1526730072,1526730073,1526730074,1526730075,1526730548,1526730549,1526730550,1526730551,1526732715,1526732716,1526732717,1526732718,1526732725,1526737827,1526737828,1526739726,1526739727,1526746057,1526746058,1526746059,","110,110,110,528,528,528,0,0,528,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"
