vendorName,fileFormatVersion,input_file_name,elementType,beginTime,endTime,duration,userLabel,measInfoId,duration,endTime,measTypes,measResults_row_values
Huawei,32.435 V7.2,A20200314.1200+0200-1230+0200_MBTS_06330_VO_BBU0_IERAPETRA_NORTH.xml,BTS3900,2020-03-14T12:00:00+02:00,2020-03-14T12:30:00+02:00,PT1800S,MBTS_06330_VO_BBU0_IERAPETRA_NORTH,1526726821,PT1800S,2020-03-14T12:30:00+02:00,"1526743735,1526743736,1526743737,1526743738,1526743739,1526743740,1526743741,1526743742,1526743743,1526743744,","0,0,0,0,0,0,0,0,2,1453,"
Huawei,32.435 V7.2,A20200314.1200+0200-1230+0200_MBTS_06330_VO_BBU0_IERAPETRA_NORTH.xml,BTS3900,2020-03-14T12:00:00+02:00,2020-03-14T12:30:00+02:00,PT1800S,MBTS_06330_VO_BBU0_IERAPETRA_NORTH,1526726821,PT1800S,2020-03-14T12:30:00+02:00,"1526743735,1526743736,1526743737,1526743738,1526743739,1526743740,1526743741,1526743742,1526743743,1526743744,","0,0,0,0,0,0,0,9,17,2328,"
Huawei,32.435 V7.2,A20200314.1200+0200-1230+0200_MBTS_06330_VO_BBU0_IERAPETRA_NORTH.xml,BTS3900,2020-03-14T12:00:00+02:00,2020-03-14T12:30:00+02:00,PT1800S,MBTS_06330_VO_BBU0_IERAPETRA_NORTH,1526726821,PT1800S,2020-03-14T12:30:00+02:00,"1526743735,1526743736,1526743737,1526743738,1526743739,1526743740,1526743741,1526743742,1526743743,1526743744,","0,0,0,0,0,0,0,0,0,752,"
